3072,User Name for 3072,43,8,148356,576262,1,50994,750,5634,28,18327,36645,82452,No,M,40-49
1865,User Name for 1865,16,2,93669,71734,0,90471,717,2436,17,16904,33748,75933,No,F,Under 20
759,User Name for 759,3,1,3468,0,0,45219,524,-1117,24,0,0,0,Yes,M,Under 20
4000,User Name for 4000,59,19,171624,523567,1,90460,804,3058,16,18858,37716,82976,No,M,50-59
1130,User Name for 1130,18,1,27342,0,0,52079,609,2635,28,0,0,66433,Yes,F,Under 20
1579,User Name for 1579,43,13,166652,398205,0,50700,802,3131,23,18497,36994,7400,No,M,40-49
1229,User Name for 1229,15,1,9005,0,0,78465,582,1539,28,0,0,0,Yes,M,Under 20
238,User Name for 238,4,1,5751,0,0,50825,547,2909,17,0,0,0,Yes,F,Under 20
3264,User Name for 3264,51,14,143288,216730,1,50996,807,2759,14,18740,36874,81123,No,M,50-59
776,User Name for 776,49,14,49698,130438,0,51142,653,-1929,36,16809,33618,8405,No,U,40-49
411,User Name for 411,15,1,18574,0,0,50827,571,9407,21,0,0,0,Yes,M,Under 20
2277,User Name for 2277,18,1,23408,0,0,90447,601,5585,28,0,0,66895,Yes,F,Under 20
3073,User Name for 3073,49,15,67770,39613,1,50997,730,1196,24,17274,34548,77734,No,U,40-49
1941,User Name for 1941,57,19,61979,221528,1,90447,748,-924,30,17303,34588,77824,No,M,50-59
413,User Name for 413,3,1,6032,0,0,90484,586,7008,27,0,0,0,Yes,M,Under 20
3178,User Name for 3178,8,1,2673,0,0,68159,526,2369,26,0,0,0,Yes,F,Under 20
1032,User Name for 1032,41,6,183524,132302,0,90455,717,774,29,18597,37194,9299,No,M,40-49
2347,User Name for 2347,59,6,65772,244995,1,50935,724,4380,29,19592,36127,7031,No,M,50-59
3645,User Name for 3645,22,21,85000,136107,2,51429,776,2885,20,16933,33866,76200,No,F,20-29
822,User Name for 822,19,1,79746,59394,0,65201,807,5421,28,16739,33477,75323,No,M,Under 20
3179,User Name for 3179,18,1,115721,85000,0,90484,726,-1752,29,17263,34525,6906,No,F,Under 20
777,User Name for 777,43,19,68185,75931,1,50997,745,93,24,17157,34313,6863,No,M,40-49
1226,User Name for 1226,55,16,23034,100845,0,51143,639,-1656,19,15773,31545,6310,No,M,50-59
3283,User Name for 3283,5,1,5146,0,0,30451,548,3268,24,0,0,0,Yes,M,Under 20
981,User Name for 981,28,3,95371,169886,1,90474,802,8276,30,17286,34572,6915,No,U,20-29
1873,User Name for 1873,18,1,20598,0,0,50765,585,-5326,17,0,0,5870,Yes,F,Under 20
1583,User Name for 1583,41,9,115858,213048,2,50668,737,-4508,16,17907,35814,8954,No,M,40-49
2350,User Name for 2350,59,18,46508,20346,1,90457,664,3742,24,16900,33799,5070,No,M,50-59
4070,User Name for 4070,42,13,49536,31478,1,50937,684,4416,20,16655,33310,73281,No,U,40-49
1258,User Name for 1258,9,1,5622,0,0,90486,536,1145,23,0,0,0,Yes,M,Under 20
811,User Name for 811,22,2,49583,29791,0,50999,739,2063,27,16125,32249,4838,Yes,F,20-29
3938,User Name for 3938,10,1,7565,0,0,52078,580,3587,22,0,0,0,Yes,F,Under 20
3845,User Name for 3845,45,11,54776,49151,1,90419,660,5501,23,16872,33743,6750,No,M,40-49
1945,User Name for 1945,51,20,101472,145883,2,52079,740,13004,34,17920,35839,80638,No,M,50-59
2877,User Name for 2877,19,1,55941,57661,0,40215,711,-582,24,16207,32413,6483,Yes,M,Under 20
2103,User Name for 2103,40,8,136809,221392,0,90473,790,4442,29,18134,36267,81601,No,F,40-49
3865,User Name for 3865,20,4,82777,3007,2,90469,652,3806,19,17040,3007,6732,No,F,20-29
2703,User Name for 2703,16,1,52068,66950,0,50996,716,4875,28,15993,31986,6398,Yes,F,Under 20
2614,User Name for 2614,43,8,49195,43529,1,50937,723,5183,23,16667,33334,8334,No,M,40-49
2353,User Name for 2353,57,19,33109,39803,0,22767,645,725,17,16354,32707,73592,No,M,50-59
3683,User Name for 3683,13,1,7324,0,0,67071,546,3451,35,0,0,0,Yes,M,Under 20
1390,User Name for 1390,40,14,29370,40331,1,50932,656,2479,32,15826,31651,6331,No,F,40-49
3871,User Name for 3871,20,4,34850,0,1,51429,669,753,30,0,0,6214,Yes,F,20-29
250,User Name for 250,2,1,1683,0,0,90476,537,2145,35,0,0,0,Yes,F,Under 20
158,User Name for 158,49,17,76127,206042,1,56076,726,5136,25,17449,34897,8725,No,U,40-49
321,User Name for 321,51,2,69039,129986,1,68309,749,-597,27,17342,34684,6938,No,M,50-59
436,User Name for 436,17,1,74717,117381,0,40215,798,3248,26,16571,33142,6630,No,M,Under 20
1064,User Name for 1064,20,1,22732,0,1,90490,613,5931,32,0,0,67003,Yes,F,20-29
3186,User Name for 3186,10,1,8918,0,0,90426,591,9851,24,0,0,0,Yes,F,Under 20
780,User Name for 780,45,12,149664,272255,1,90491,791,708,25,18379,36758,82706,No,M,40-49
4010,User Name for 4010,53,15,74694,129354,1,50932,732,7440,32,25855,36901,7034,No,M,50-59
2879,User Name for 2879,17,1,57366,57325,0,87629,704,10089,30,16175,32349,72786,Yes,M,Under 20
1815,User Name for 1815,26,2,114416,85634,0,90417,714,4968,17,17502,35003,78757,No,F,20-29
2714,User Name for 2714,10,1,2717,0,0,51148,547,9667,25,0,0,0,Yes,F,Under 20
1034,User Name for 1034,45,11,21185,52395,1,87629,696,-368,29,15447,30893,6179,No,M,40-49
2779,User Name for 2779,55,18,83403,347525,3,90460,746,-3632,33,17703,35405,7082,No,M,50-59
3297,User Name for 3297,5,1,5074,0,0,90451,503,8815,25,0,0,0,Yes,M,Under 20
1104,User Name for 1104,28,10,12446,8954,0,39128,550,4284,19,0,28463,64042,Yes,U,20-29
3948,User Name for 3948,16,8,61607,52318,0,50932,709,2019,25,16246,32491,6499,No,F,Under 20
1037,User Name for 1037,49,16,131199,296733,1,50997,771,2827,21,18265,36530,7306,No,U,40-49
324,User Name for 324,55,17,47464,69279,0,50992,722,2166,31,16857,33714,6743,No,M,50-59
1268,User Name for 1268,7,1,13232,0,0,50765,578,4887,28,0,0,0,Yes,U,Under 20
3109,User Name for 3109,26,5,150705,504854,1,90435,758,4155,34,17915,35829,80616,No,F,20-29
2723,User Name for 2723,18,1,55242,19973,0,65201,705,3343,21,16153,32306,72690,Yes,F,Under 20
787,User Name for 787,41,12,115778,40352,2,40212,729,-5628,23,31578,63081,8406,No,M,40-49
2357,User Name for 2357,53,19,57965,48573,0,50994,700,4148,27,17119,34237,77034,No,M,50-59
1787,User Name for 1787,15,1,5370,0,0,66954,530,-2791,24,0,0,0,Yes,M,Under 20
3909,User Name for 3909,28,20,105269,153954,1,56073,804,-2724,24,17434,34868,78454,No,U,20-29
2303,User Name for 2303,6,1,3673,0,0,90465,539,7151,26,0,0,0,Yes,F,Under 20
1038,User Name for 1038,49,14,54280,86206,1,50935,713,3371,28,16941,33882,8472,No,U,40-49
2611,User Name for 2611,9,1,7681,0,0,51148,533,5073,28,0,0,0,Yes,M,Under 20
325,User Name for 325,51,14,62860,140358,1,90427,722,5841,26,17202,34403,8602,No,M,50-59
3112,User Name for 3112,22,4,11517,0,0,51147,508,411,25,0,0,5575,Yes,F,20-29
3213,User Name for 3213,18,6,70484,16769,0,50931,745,5194,32,16519,16769,74334,No,F,Under 20
163,User Name for 163,45,13,33206,91652,0,50992,709,721,34,16121,32241,8062,No,M,40-49
3618,User Name for 3618,9,1,8284,0,0,39118,522,-3848,24,0,0,0,Yes,M,Under 20
2359,User Name for 2359,59,21,33454,106660,1,50994,747,6850,20,16406,32811,8204,No,M,50-59
3153,User Name for 3153,28,20,139492,101413,1,50991,755,198,23,17857,35713,80354,No,U,20-29
272,User Name for 272,8,1,16332,0,0,37085,638,2296,33,0,0,0,Yes,F,Under 20
2423,User Name for 2423,42,12,78802,185472,0,50934,772,-1221,25,17353,34703,76346,No,U,40-49
3083,User Name for 3083,45,3,244841,715301,3,68161,773,1902,38,19118,38235,84117,No,M,40-49
1792,User Name for 1792,7,1,15418,0,0,90474,626,2989,29,0,0,0,Yes,U,Under 20
4016,User Name for 4016,57,18,28967,79264,1,50938,697,9611,14,19852,34479,74101,No,M,50-59
195,User Name for 195,20,2,40027,12792,3,39119,611,4157,24,0,31476,6296,Yes,F,20-29
2313,User Name for 2313,8,1,9820,0,0,68307,524,-1797,23,0,0,0,Yes,F,Under 20
3633,User Name for 3633,47,13,151907,90265,1,50990,723,2055,33,18444,36888,7379,No,M,40-49
1035,User Name for 1035,1,1,3882,0,0,1109,549,157,17,0,0,0,Yes,M,Under 20
1956,User Name for 1956,57,20,69933,300577,0,90424,748,6339,27,17476,34950,6991,No,M,50-59
4084,User Name for 4084,42,9,73288,115003,1,90480,707,7884,27,17243,34485,6898,No,U,40-49
2652,User Name for 2652,20,8,110990,153954,1,50997,814,7886,37,17268,34536,6908,No,F,20-29
2734,User Name for 2734,16,1,12440,0,0,78464,557,-910,28,0,0,5539,Yes,F,Under 20
3077,User Name for 3077,15,1,14519,0,0,90469,620,3053,27,0,0,0,Yes,M,Under 20
843,User Name for 843,47,16,14498,36902,2,67059,631,6058,18,14921,29840,67139,No,M,40-49
4019,User Name for 4019,57,14,66107,274517,1,37075,710,6356,39,18411,34784,5218,No,M,50-59
579,User Name for 579,46,17,91545,195746,0,90420,745,6474,19,17663,35326,77718,No,F,40-49
1854,User Name for 1854,28,14,83712,6850,0,50992,651,6907,30,17091,6850,76908,No,U,20-29
1907,User Name for 1907,8,1,6536,0,0,90465,598,5898,34,0,0,0,Yes,F,Under 20
786,User Name for 786,5,1,3056,0,0,66956,505,-2128,28,0,0,0,Yes,M,Under 20
1275,User Name for 1275,43,12,42196,57760,2,39127,662,1456,22,16437,32873,73965,No,M,40-49
334,User Name for 334,53,21,40336,94262,1,39129,677,3568,34,16575,33150,6631,No,M,50-59
918,User Name for 918,44,19,88036,90559,1,50994,738,1240,11,17562,35123,8782,No,F,40-49
1082,User Name for 1082,20,1,22491,0,1,51429,610,4890,31,0,0,5950,Yes,F,20-29
3849,User Name for 3849,7,1,7311,0,0,52080,568,11598,31,0,0,0,Yes,U,Under 20
2738,User Name for 2738,2,1,6693,0,0,66955,532,-404,24,0,0,0,Yes,F,Under 20
452,User Name for 452,45,22,62900,210331,0,50991,730,6632,35,17079,34158,76855,No,M,40-49
2372,User Name for 2372,55,2,30558,12365,1,50934,687,304,25,16197,12365,72884,No,M,50-59
2960,User Name for 2960,44,22,101244,102438,4,40212,707,3858,25,17772,35543,79972,No,F,40-49
1119,User Name for 1119,28,27,192122,83954,0,50991,818,-2217,19,18337,36673,5501,No,U,20-29
1191,User Name for 1191,4,1,4455,0,0,90456,537,6870,23,0,0,0,Yes,F,Under 20
789,User Name for 789,19,6,78481,54667,0,50937,713,12843,38,40937,54667,7957,No,M,Under 20
2887,User Name for 2887,43,11,45763,30049,1,52080,657,2609,30,16559,33117,6624,No,M,40-49
342,User Name for 342,59,21,57251,135604,1,50998,749,6819,29,17211,34422,77451,No,M,50-59
2108,User Name for 2108,40,13,200840,233491,0,50935,773,4950,29,18709,37418,9355,No,F,40-49
1832,User Name for 1832,22,2,59597,44825,0,50994,709,1684,37,16401,32801,73803,Yes,F,20-29
2323,User Name for 2323,10,1,3313,0,0,52078,540,1281,20,0,0,0,Yes,F,Under 20
844,User Name for 844,45,20,71724,141914,1,50936,727,-1745,34,17276,34552,8639,No,M,40-49
3081,User Name for 3081,19,1,42787,41692,0,50996,733,8747,22,0,31609,7903,Yes,M,Under 20
344,User Name for 344,51,13,71190,56383,0,50935,743,6721,33,17388,34776,5217,No,M,50-59
2442,User Name for 2442,42,13,19255,25105,1,39119,614,400,21,15238,30475,4572,No,U,40-49
3167,User Name for 3167,28,8,15822,22728,0,39105,624,-2541,29,0,29183,65662,Yes,U,20-29
1918,User Name for 1918,6,1,13241,0,0,45327,576,2767,25,0,0,0,Yes,F,Under 20
1797,User Name for 1797,17,1,25824,0,0,22767,553,8297,18,0,0,67398,Yes,M,Under 20
2464,User Name for 2464,43,14,125540,178510,0,90488,743,-1951,29,18072,36144,5422,No,M,40-49
1016,User Name for 1016,48,12,30546,46930,0,50931,653,821,26,16061,32117,4818,No,U,40-49
2800,User Name for 2800,53,4,111488,349721,0,51061,775,-1157,33,18100,36200,81449,No,M,50-59
203,User Name for 203,26,10,45219,31285,1,50667,664,9658,31,16109,32218,6444,Yes,F,20-29
290,User Name for 290,18,1,11874,0,0,51147,526,-4548,24,0,0,62312,Yes,F,Under 20
794,User Name for 794,13,1,8663,0,0,52078,595,864,21,0,0,0,Yes,M,Under 20
460,User Name for 460,47,22,42487,46399,2,20359,640,2777,35,16533,33065,74397,No,M,40-49
2966,User Name for 2966,40,12,248844,390173,2,78462,799,-1537,28,19031,38061,9517,No,F,40-49
4035,User Name for 4035,59,3,96668,320423,1,81737,741,4143,26,17997,35994,7200,No,M,50-59
3354,User Name for 3354,20,1,17766,0,0,68307,564,6958,32,0,0,7260,Yes,F,20-29
1599,User Name for 1599,13,1,3005,0,0,39126,503,4345,30,0,0,0,Yes,M,Under 20
291,User Name for 291,8,1,5665,0,0,90456,528,-2836,13,0,0,0,Yes,F,Under 20
1284,User Name for 1284,45,11,301115,489094,1,50938,806,7224,29,19428,38856,7772,No,M,40-49
3756,User Name for 3756,46,6,39539,86908,3,66955,669,-5304,25,19507,33072,72365,No,F,40-49
1147,User Name for 1147,28,10,98679,85872,0,56068,721,1678,23,17337,34674,6936,No,U,20-29
2803,User Name for 2803,53,17,71822,95103,2,90411,724,3090,27,17441,34880,5232,No,M,50-59
2622,User Name for 2622,13,1,14636,0,0,39104,590,-2565,34,0,0,0,Yes,M,Under 20
3982,User Name for 3982,6,1,10532,0,0,50968,617,-4180,40,0,0,0,Yes,F,Under 20
3696,User Name for 3696,47,9,14217,6694,1,90470,620,3983,34,14891,6694,67009,No,M,40-49
594,User Name for 594,44,13,194786,323824,0,30519,792,4590,33,18753,37506,84389,No,F,40-49
252,User Name for 252,28,6,100251,148359,1,50668,747,-1665,24,17361,34722,78125,No,U,20-29
1273,User Name for 1273,11,1,11622,0,0,10967,509,-754,17,0,0,0,Yes,M,Under 20
1198,User Name for 1198,8,1,6077,0,0,90419,566,7393,28,0,0,0,Yes,F,Under 20
466,User Name for 466,43,10,54228,51261,1,81737,680,-2676,27,16813,33626,5044,No,M,40-49
596,User Name for 596,44,11,35713,74505,0,66953,688,6928,40,16211,32417,8105,No,F,40-49
254,User Name for 254,28,7,86158,65562,0,90460,711,6431,37,17134,34267,77102,No,U,20-29
2050,User Name for 2050,3,1,3641,0,0,39104,525,8162,20,0,0,0,Yes,M,Under 20
258,User Name for 258,12,1,4048,0,0,39130,530,2932,31,0,0,0,Yes,U,Under 20
3312,User Name for 3312,41,5,159872,593125,1,31135,817,7636,22,32810,86955,7931,No,M,40-49
3356,User Name for 3356,22,4,41158,30874,1,50700,676,4605,25,0,31690,4754,Yes,F,20-29
3305,User Name for 3305,15,1,26241,0,0,39117,637,4263,17,0,0,0,Yes,M,Under 20
1922,User Name for 1922,8,1,16405,0,0,39128,598,5398,30,0,0,0,Yes,F,Under 20
2896,User Name for 2896,45,13,27884,35909,1,50990,693,2362,22,15861,31717,6344,No,M,40-49
3191,User Name for 3191,28,6,58356,22991,1,50668,699,6701,30,16549,33098,6620,Yes,U,20-29
1644,User Name for 1644,11,1,3073,0,0,28217,525,1278,29,0,0,0,Yes,M,Under 20
3241,User Name for 3241,16,1,70241,58623,0,50996,819,2653,15,16443,32884,73990,No,F,Under 20
3698,User Name for 3698,45,12,85126,156200,1,90451,729,621,23,17533,35066,8768,No,M,40-49
1340,User Name for 1340,26,4,58778,184378,1,50996,789,6310,28,16502,33004,74260,No,F,20-29
1283,User Name for 1283,1,1,2694,0,0,90471,510,1554,23,0,0,0,Yes,M,Under 20
1208,User Name for 1208,18,1,13280,0,0,30559,592,2283,26,0,0,61666,Yes,F,Under 20
3316,User Name for 3316,43,14,73693,123971,0,50932,722,5577,21,17273,34546,6910,No,M,40-49
2079,User Name for 2079,26,4,61958,66600,1,90456,723,3029,22,16582,33163,6634,No,F,20-29
1975,User Name for 1975,53,18,181430,184287,2,86150,745,3562,47,18830,37660,84735,No,M,50-59
3695,User Name for 3695,3,1,10760,0,0,51146,586,9714,27,0,0,0,Yes,M,Under 20
2760,User Name for 2760,4,1,3934,0,0,51149,522,6101,18,0,0,0,Yes,F,Under 20
2058,User Name for 2058,45,12,60188,56348,1,90459,685,-1108,30,17013,34026,5104,No,M,40-49
3205,User Name for 3205,28,5,172557,279683,1,50995,799,7293,31,18176,36351,7271,No,U,20-29
9,User Name for 9,15,1,7366,0,0,90444,522,-106,30,0,0,0,Yes,M,Under 20
1934,User Name for 1934,18,2,31991,0,0,90435,641,-2173,28,0,0,7668,Yes,F,Under 20
1020,User Name for 1020,48,13,82313,51649,2,56069,675,5137,24,17546,35091,7019,No,U,40-49
1293,User Name for 1293,41,12,181871,164132,1,50969,773,2949,26,18584,37167,7434,No,M,40-49
1901,User Name for 1901,28,5,78713,110388,1,90422,725,5294,23,16999,33996,76491,No,U,20-29
2055,User Name for 2055,3,1,7546,0,0,39115,515,408,26,0,0,0,Yes,M,Under 20
2380,User Name for 2380,57,9,102108,223491,2,69115,724,2848,16,18044,36086,7218,No,M,50-59
2339,User Name for 2339,6,1,8433,0,0,39109,523,2008,25,0,0,0,Yes,F,Under 20
857,User Name for 857,43,10,216856,128058,1,69115,708,7454,33,18892,37784,9447,No,M,40-49
2603,User Name for 2603,48,16,113195,233640,1,50937,753,1094,40,18024,36046,79302,No,U,40-49
41,User Name for 41,26,4,40167,27480,3,39108,659,-5824,27,0,31862,71691,Yes,F,20-29
3311,User Name for 3311,19,5,62151,22761,0,90429,691,-1002,31,16365,22761,8183,No,M,Under 20
353,User Name for 353,51,15,81942,159032,0,50998,708,2876,52,17599,35198,79195,No,M,50-59
2762,User Name for 2762,8,1,14585,0,0,90434,610,8756,36,0,0,0,Yes,F,Under 20
2189,User Name for 2189,48,17,73693,93044,1,50996,746,-3373,28,17380,34759,76469,No,U,40-49
1296,User Name for 1296,49,17,204173,280453,2,50937,803,311,27,18929,37857,9465,No,U,40-49
274,User Name for 274,28,23,119719,187137,2,50995,757,3291,36,17629,35254,8814,No,U,20-29
2471,User Name for 2471,19,1,65534,115080,0,50668,712,1075,28,16444,32888,73998,No,M,Under 20
2387,User Name for 2387,51,16,144646,206154,1,51067,734,6133,34,18452,36903,7382,No,M,50-59
3256,User Name for 3256,18,13,178576,110514,0,50931,775,-1007,23,19991,35826,7166,No,F,Under 20
3762,User Name for 3762,44,12,68114,87527,0,50668,703,9487,22,17177,34354,6871,No,F,40-49
2476,User Name for 2476,45,13,183175,321927,1,90473,751,-2287,17,18683,37365,84071,No,M,40-49
1349,User Name for 1349,26,15,75705,43257,0,50934,720,6446,32,23158,34077,76620,No,F,20-29
1292,User Name for 1292,19,3,23654,0,0,39106,562,6965,26,0,0,67120,Yes,M,Under 20
3257,User Name for 3257,18,1,8943,0,0,50765,539,2971,22,0,0,60399,Yes,F,Under 20
1568,User Name for 1568,48,12,235273,210410,1,50997,790,3658,29,19121,38241,7650,No,U,40-49
3702,User Name for 3702,47,15,37935,68759,0,50999,701,11154,32,16363,32725,73632,No,M,40-49
43,User Name for 43,22,7,53478,33614,1,90429,705,-2496,20,16246,32476,73071,Yes,F,20-29
475,User Name for 475,11,1,15921,0,0,90449,609,6090,28,0,0,0,Yes,M,Under 20
3998,User Name for 3998,16,1,61607,52318,0,50932,709,2019,25,16246,32491,6499,No,F,Under 20
152,User Name for 152,48,15,98747,52585,0,68305,732,-3931,35,17819,35637,8910,No,U,40-49
1351,User Name for 1351,20,2,61552,73011,3,50932,711,9525,28,16384,32767,6555,No,F,20-29
1656,User Name for 1656,47,14,147884,271698,0,1097,762,10078,13,18404,36807,7362,No,M,40-49
3321,User Name for 3321,15,1,10550,0,0,50765,522,7553,23,0,0,0,Yes,M,Under 20
3237,User Name for 3237,12,1,1532,0,0,47053,516,-5402,22,0,0,0,Yes,U,Under 20
932,User Name for 932,46,12,39539,86908,3,66955,669,-5304,25,19507,33072,72365,No,F,40-49
1657,User Name for 1657,41,2,140517,186151,0,51469,703,5181,32,18197,36393,80064,No,M,40-49
2062,User Name for 2062,15,1,16857,0,0,66953,554,4836,24,0,0,0,Yes,M,Under 20
1180,User Name for 1180,28,7,53450,37566,2,50991,719,164,26,16418,32835,8209,Yes,U,20-29
2345,User Name for 2345,10,1,3938,0,0,51145,521,2823,42,0,0,0,Yes,F,Under 20
3446,User Name for 3446,46,12,45629,44983,1,69123,696,7570,31,16619,33237,8310,No,F,40-49
484,User Name for 484,45,15,161757,256408,1,90434,783,3197,25,18496,36991,7399,No,M,40-49
860,User Name for 860,17,1,31645,0,0,66959,631,7637,29,0,0,7642,Yes,M,Under 20
3377,User Name for 3377,20,5,56864,24360,1,90428,691,8614,25,16265,32530,6507,Yes,F,20-29
2771,User Name for 2771,18,1,38812,0,0,50930,687,2507,21,0,0,6251,Yes,F,Under 20
1422,User Name for 1422,40,12,34530,34702,2,51145,614,6113,29,16068,32136,72307,No,F,40-49
17,User Name for 17,5,1,3772,0,0,30539,535,2164,16,0,0,0,Yes,M,Under 20
488,User Name for 488,47,6,79587,137864,1,51066,724,1525,30,17474,34948,6991,No,M,40-49
1985,User Name for 1985,59,17,23891,14319,1,50999,648,6691,31,16484,31801,69962,No,M,50-59
278,User Name for 278,28,12,39024,55523,0,45219,655,-462,33,0,31891,6379,Yes,U,20-29
3267,User Name for 3267,6,1,6702,0,0,50823,548,5423,31,0,0,0,Yes,F,Under 20
3448,User Name for 3448,44,6,51869,83968,1,4103,720,1939,17,16768,33536,75457,No,F,40-49
3325,User Name for 3325,13,1,3038,0,0,1109,509,11876,28,0,0,0,Yes,M,Under 20
489,User Name for 489,43,4,75530,143487,1,90418,705,7094,26,32897,37594,7058,No,M,40-49
1196,User Name for 1196,28,9,172557,279683,1,50995,799,7293,31,18176,36351,7271,No,U,20-29
4050,User Name for 4050,57,17,36348,105740,2,50991,708,-1667,22,16494,32987,74222,No,M,50-59
3984,User Name for 3984,12,1,11501,0,0,45219,525,5419,30,0,0,0,Yes,U,Under 20
2192,User Name for 2192,48,1,157969,292419,3,50931,807,3433,34,18523,37046,7410,No,U,40-49
3704,User Name for 3704,9,1,5840,0,0,50823,549,2225,28,0,0,0,Yes,M,Under 20
866,User Name for 866,49,9,204173,280453,2,50937,803,311,27,18929,37857,9465,No,U,40-49
4051,User Name for 4051,53,18,117732,392128,0,31137,802,1696,31,18182,36363,81818,No,M,50-59
1932,User Name for 1932,28,21,177515,240712,1,50933,758,-5586,24,18218,36436,81981,No,U,20-29
1202,User Name for 1202,12,1,11080,0,0,90467,583,6078,23,0,0,0,Yes,U,Under 20
3766,User Name for 3766,46,15,93854,157008,1,80331,753,7875,31,17702,35401,7082,No,F,40-49
2480,User Name for 2480,15,1,16076,0,0,90477,603,8433,22,0,0,0,Yes,M,Under 20
3334,User Name for 3334,41,11,113641,283435,0,40215,791,-1354,40,18116,35756,80451,No,M,40-49
4053,User Name for 4053,51,3,44384,91348,2,52073,688,4664,26,16680,33359,73389,No,M,50-59
547,User Name for 547,20,1,49569,73970,1,67065,652,-2329,28,16059,32118,8030,Yes,F,20-29
2790,User Name for 2790,16,1,32530,0,0,50939,670,1687,25,0,0,6116,Yes,F,Under 20
610,User Name for 610,44,12,194786,323824,0,30519,792,4590,33,18753,37506,84389,No,F,40-49
1307,User Name for 1307,17,1,32462,0,0,50996,698,5352,35,0,0,6130,Yes,M,Under 20
2911,User Name for 2911,49,16,84565,45637,2,50936,704,9124,13,17809,35213,5282,No,U,40-49
3389,User Name for 3389,20,1,39169,0,1,56073,686,3309,26,0,0,97687,Yes,F,20-29
2822,User Name for 2822,57,20,38833,49361,2,50994,696,10419,32,16593,33186,6638,No,M,50-59
1965,User Name for 1965,18,1,31528,0,0,40215,697,1856,17,0,0,6126,Yes,F,Under 20
422,User Name for 422,48,16,104702,194290,1,68309,745,4311,27,17906,35812,80578,No,U,40-49
21,User Name for 21,7,1,3288,0,0,90450,541,7654,17,0,0,0,Yes,U,Under 20
871,User Name for 871,45,21,60188,56348,1,90459,685,-1108,30,17013,34026,5104,No,M,40-49
366,User Name for 366,57,1,38833,49361,2,50994,696,10419,32,16593,33186,6638,No,M,50-59
312,User Name for 312,12,1,14087,0,0,1099,637,9315,26,0,0,0,Yes,U,Under 20
1954,User Name for 1954,28,21,79232,113443,0,50934,761,2818,25,17008,34016,6804,No,U,20-29
938,User Name for 938,40,11,35951,88491,2,78464,666,2988,23,16129,32257,72579,No,F,40-49
1660,User Name for 1660,1,1,10683,0,0,50765,557,8821,22,0,0,0,Yes,M,Under 20
502,User Name for 502,47,14,83846,197897,1,50997,786,169,17,17553,35105,7022,No,M,40-49
2802,User Name for 2802,8,1,13808,0,0,39124,569,4744,21,0,0,0,Yes,F,Under 20
615,User Name for 615,44,14,221773,245205,0,50935,811,-2088,31,18948,37895,85263,No,F,40-49
4022,User Name for 4022,28,6,119719,187137,2,50995,757,3291,36,17629,35254,8814,No,U,20-29
2067,User Name for 2067,13,1,9581,0,0,68259,562,3573,27,0,0,0,Yes,M,Under 20
2399,User Name for 2399,59,19,28285,85272,0,90453,689,5266,24,16154,32307,6462,No,M,50-59
1667,User Name for 1667,43,13,56247,155384,2,1097,715,4260,36,16868,33735,75904,No,M,40-49
