190.216.177.171,HOST_NAME in Hillsdale 190.216.177.171,USA,MI,Hillsdale,49242
207.150.166.230,HOST_NAME in Mineola 207.150.166.230,USA,NY,Mineola,11501
85.104.48.84,HOST_NAME in Northville 85.104.48.84,USA,MI,Northville,48167
38.561.28.61,HOST_NAME in Tuckerton 38.561.28.61,USA,NJ,Tuckerton,8087
213.162.68.50,HOST_NAME in Gastonia 213.162.68.50,USA,NC,Gastonia,28056
199.30.25.132,HOST_NAME in Traverse City 199.30.25.132,USA,MI,Traverse City,49696
96.692.61.63,HOST_NAME in Clementon 96.692.61.63,USA,NJ,Clementon,8021
14.207.108.136,HOST_NAME in Northville 14.207.108.136,USA,MI,Northville,48167
188.22.50.144,HOST_NAME in Franklin Square 188.22.50.144,USA,NY,Franklin Square,11010
187.253.90.95,HOST_NAME in Ishpeming 187.253.90.95,USA,MI,Ishpeming,49849
27.54.91.99,HOST_NAME in Bordentown 27.54.91.99,USA,NJ,Bordentown,8505
190.47.106.41,HOST_NAME in Macomb 190.47.106.41,USA,MI,Macomb,48044
80.179.140.100,HOST_NAME in Floral Park 80.179.140.100,USA,NY,Floral Park,11005
65.666.23.63,HOST_NAME in White Lake 65.666.23.63,USA,MI,White Lake,48386
205.186.128.193,HOST_NAME in Dewitt 205.186.128.193,USA,MI,Dewitt,48820
190.235.35.218,HOST_NAME in Westland 190.235.35.218,USA,MI,Westland,48186
46.984.13.56,HOST_NAME in Arden 46.984.13.56,USA,NC,Arden,28704
87.916.31.69,HOST_NAME in Livonia 87.916.31.69,USA,MI,Livonia,48288
61.543.37.15,HOST_NAME in Alma 61.543.37.15,USA,MI,Alma,48802
199.30.16.16,HOST_NAME in Romulus 199.30.16.16,USA,MI,Romulus,48174
182.186.243.176,HOST_NAME in Royal Oak 182.186.243.176,USA,MI,Royal Oak,48073
115.79.174.46,HOST_NAME in Granite City 115.79.174.46,USA,IL,Granite City,62040
31.223.186.201,HOST_NAME in Whitmore Lake 31.223.186.201,USA,MI,Whitmore Lake,48189
91.114.242.249,HOST_NAME in Southern Pines 91.114.242.249,USA,NC,Southern Pines,28388
158.58.216.130,HOST_NAME in Cadillac 158.58.216.130,USA,MI,Cadillac,49601
2.187.235.106,HOST_NAME in Keyport 2.187.235.106,USA,NJ,Keyport,7735
190.152.129.185,HOST_NAME in Flushing 190.152.129.185,USA,MI,Flushing,48433
213.240.78.158,HOST_NAME in Yaphank 213.240.78.158,USA,NY,Yaphank,11784
2.185.136.88,HOST_NAME in Gladwin 2.185.136.88,USA,MI,Gladwin,48624
101.218.136.49,HOST_NAME in Somerset 101.218.136.49,USA,NJ,Somerset,8875
43.521.76.45,HOST_NAME in Commerce Township 43.521.76.45,USA,MI,Commerce Township,48382
157.55.36.44,HOST_NAME in North Tonawanda 157.55.36.44,USA,NY,North Tonawanda,14120
82.178.195.164,HOST_NAME in White Pine 82.178.195.164,USA,MI,White Pine,49971
213.133.100.57,HOST_NAME in Granite City 213.133.100.57,USA,IL,Granite City,62040
95.24.6.55,HOST_NAME in Marquette 95.24.6.55,USA,MI,Marquette,49855
96.692.61.64,HOST_NAME in Williamston 96.692.61.64,USA,NC,Williamston,27892
207.46.13.127,HOST_NAME in Caledonia 207.46.13.127,USA,MI,Caledonia,49316
152.3.245.77,HOST_NAME in Pennsauken 152.3.245.77,USA,NJ,Pennsauken,8110
43.521.76.65,HOST_NAME in Rockford 43.521.76.65,USA,MI,Rockford,49599
62.210.97.51,HOST_NAME in Yaphank 62.210.97.51,USA,NY,Yaphank,11727
119.154.56.98,HOST_NAME in Oak Grove 119.154.56.98,USA,MI,Oak Grove,48844
83.133.125.211,HOST_NAME in Worth 83.133.125.211,USA,IL,Worth,60827
37.230.117.216,HOST_NAME in Franklin 37.230.117.216,USA,MI,Franklin,48025
188.25.233.158,HOST_NAME in West New York 188.25.233.158,USA,NJ,West New York,7093
199.30.16.36,HOST_NAME in Yaphank 199.30.16.36,USA,NY,Yaphank,11969
113.166.232.54,HOST_NAME in West Bloomfield 113.166.232.54,USA,MI,West Bloomfield,48391
150.70.75.38,HOST_NAME in Worth 150.70.75.38,USA,IL,Worth,60459
38.336.52.30,HOST_NAME in Fenton 38.336.52.30,USA,MI,Fenton,48430
83.170.113.160,HOST_NAME in Conover 83.170.113.160,USA,NC,Conover,28613
92.244.134.69,HOST_NAME in Livonia 92.244.134.69,USA,MI,Livonia,48203
93.118.79.151,HOST_NAME in Flanders 93.118.79.151,USA,NJ,Flanders,7836
38.336.52.40,HOST_NAME in Tecumseh 38.336.52.40,USA,MI,Tecumseh,49286
173.254.234.176,HOST_NAME in Ozone Park 173.254.234.176,USA,NY,Ozone Park,11417
79.126.126.171,HOST_NAME in Cheboygan 79.126.126.171,USA,MI,Cheboygan,49721
63.249.87.27,HOST_NAME in Wildwood 63.249.87.27,USA,NJ,Wildwood,8260
167.160.115.51,HOST_NAME in Niles 167.160.115.51,USA,MI,Niles,49023
200.229.189.79,HOST_NAME in Mundelein 200.229.189.79,USA,IL,Mundelein,60060
25.654.29.94,HOST_NAME in Caledonia 25.654.29.94,USA,MI,Caledonia,49316
176.223.83.170,HOST_NAME in Denver 176.223.83.170,USA,NC,Denver,28037
25.286.96.36,HOST_NAME in Clio 25.286.96.36,USA,MI,Clio,48420
89.144.225.182,HOST_NAME in Oneida 89.144.225.182,USA,NY,Oneida,13421
5.255.73.37,HOST_NAME in New Baltimore 5.255.73.37,USA,MI,New Baltimore,48051
34.355.56.67,HOST_NAME in Oakland 34.355.56.67,USA,NJ,Oakland,7436
23.584.56.45,HOST_NAME in Jenison 23.584.56.45,USA,MI,Jenison,49429
14.207.230.195,HOST_NAME in Zeigler 14.207.230.195,USA,IL,Zeigler,62999
74.208.152.31,HOST_NAME in Livonia 74.208.152.31,USA,MI,Livonia,48136
31.162.188.128,HOST_NAME in Saint James 31.162.188.128,USA,NY,Saint James,11780
178.33.20.193,HOST_NAME in Tecumseh 178.33.20.193,USA,MI,Tecumseh,49286
192.119.144.116,HOST_NAME in Browns Mills 192.119.144.116,USA,NJ,Browns Mills,8015
101.226.167.218,HOST_NAME in Oshtemo 101.226.167.218,USA,MI,Oshtemo,49019
212.83.128.255,HOST_NAME in Worth 212.83.128.255,USA,IL,Worth,60706
85.238.169.247,HOST_NAME in Tecumseh 85.238.169.247,USA,MI,Tecumseh,49286
89.254.143.197,HOST_NAME in Wilmington 89.254.143.197,USA,NC,Wilmington,28412
79.179.211.114,HOST_NAME in Franklin 79.179.211.114,USA,MI,Franklin,48025
36.568.45.25,HOST_NAME in Massena 36.568.45.25,USA,NY,Massena,13662
96.47.230.203,HOST_NAME in Sault Sainte Marie 96.47.230.203,USA,MI,Sault Sainte Marie,49783
36.81.110.131,HOST_NAME in Barnegat 36.81.110.131,USA,NJ,Barnegat,8005
46.37.165.215,HOST_NAME in Redford 46.37.165.215,USA,MI,Redford,48240
87.102.69.198,HOST_NAME in Worth 87.102.69.198,USA,IL,Worth,60095
188.2.129.214,HOST_NAME in Monsey 188.2.129.214,USA,NY,Monsey,10952
192.161.175.22,HOST_NAME in Rockford 192.161.175.22,USA,MI,Rockford,49351
63.249.87.87,HOST_NAME in Berkeley Heights 63.249.87.87,USA,NJ,Berkeley Heights,7922
200.216.167.197,HOST_NAME in Washington 200.216.167.197,USA,MI,Washington,48095
84.57.17.190,HOST_NAME in Worth 84.57.17.190,USA,IL,Worth,60104
84.117.11.219,HOST_NAME in Big Rapids 84.117.11.219,USA,MI,Big Rapids,49307
54.623.38.97,HOST_NAME in Wake Forest 54.623.38.97,USA,NC,Wake Forest,27588
26.328.42.14,HOST_NAME in Wixom 26.328.42.14,USA,MI,Wixom,48393
31.13.99.128,HOST_NAME in Wayne 31.13.99.128,USA,NJ,Wayne,7538
207.150.166.12,HOST_NAME in Saint Clair Shores 207.150.166.12,USA,MI,Saint Clair Shores,48082
31.214.50.144,HOST_NAME in Worth 31.214.50.144,USA,IL,Worth,60153
58.596.21.24,HOST_NAME in Wayne 58.596.21.24,USA,MI,Wayne,48184
107.182.23.261,HOST_NAME in Yaphank 107.182.23.261,USA,NY,Yaphank,11946
199.30.24.249,HOST_NAME in Ann Arbor 199.30.24.249,USA,MI,Ann Arbor,48113
195.2.241.66,HOST_NAME in Philadelphia 195.2.241.66,USA,PA,Philadelphia,19255
55.621.32.63,HOST_NAME in White Pine 55.621.32.63,USA,MI,White Pine,49971
89.253.231.126,HOST_NAME in Princeton Junction 89.253.231.126,USA,NJ,Princeton Junction,8550
207.182.156.230,HOST_NAME in Alpena 207.182.156.230,USA,MI,Alpena,49707
1.162.89.128,HOST_NAME in Webster 1.162.89.128,USA,NY,Webster,14580
55.621.32.68,HOST_NAME in Havelock 55.621.32.68,USA,NC,Havelock,28532
54.623.38.102,HOST_NAME in Wilson 54.623.38.102,USA,NC,Wilson,27896
91.215.57.240,HOST_NAME in Altoona 91.215.57.240,USA,PA,Altoona,16603
5.129.228.127,HOST_NAME in Eastpointe 5.129.228.127,USA,MI,Eastpointe,48021
173.232.104.87,HOST_NAME in Collingswood 173.232.104.87,USA,NJ,Collingswood,8108
78.129.71.226,HOST_NAME in Haslett 78.129.71.226,USA,MI,Haslett,48840
88.80.21.168,HOST_NAME in Delmar 88.80.21.168,USA,NY,Delmar,12054
187.127.199.227,HOST_NAME in Grand Ledge 187.127.199.227,USA,MI,Grand Ledge,48837
95.9.232.77,HOST_NAME in Wood Dale 95.9.232.77,USA,IL,Wood Dale,60570
58.8.109.92,HOST_NAME in Madison Heights 58.8.109.92,USA,MI,Madison Heights,48071
16.524.78.86,HOST_NAME in Bayonne 16.524.78.86,USA,NJ,Bayonne,7002
69.568.35.15,HOST_NAME in Port Huron 69.568.35.15,USA,MI,Port Huron,48061
157.55.32.193,HOST_NAME in Woodville 157.55.32.193,USA,MA,Woodville,2177
83.63.174.250,HOST_NAME in Tecumseh 83.63.174.250,USA,MI,Tecumseh,49286
192.64.8.42,HOST_NAME in Franklin Square 192.64.8.42,USA,NY,Franklin Square,11010
37.57.255.105,HOST_NAME in Jenison 37.57.255.105,USA,MI,Jenison,49429
179.186.92.47,HOST_NAME in Uniontown 179.186.92.47,USA,PA,Uniontown,15401
24.35.36.81,HOST_NAME in Oxford 24.35.36.81,USA,MI,Oxford,48371
178.32.31.13,HOST_NAME in Neshanic Station 178.32.31.13,USA,NJ,Neshanic Station,8853
195.189.136.152,HOST_NAME in Livonia 195.189.136.152,USA,MI,Livonia,48154
5.254.137.25,HOST_NAME in Stony Point 5.254.137.25,USA,NY,Stony Point,10980
41.160.189.147,HOST_NAME in Cedar Springs 41.160.189.147,USA,MI,Cedar Springs,49319
89.144.192.258,HOST_NAME in Zeigler 89.144.192.258,USA,IL,Zeigler,62999
179.53.5.116,HOST_NAME in Greenville 179.53.5.116,USA,MI,Greenville,48838
85.214.26.30,HOST_NAME in Hazlet 85.214.26.30,USA,NJ,Hazlet,7730
5.151.0.14,HOST_NAME in Holly 5.151.0.14,USA,MI,Holly,48442
86.66.57.25,HOST_NAME in Wilson 86.66.57.25,USA,NC,Wilson,27896
5.9.2.175,HOST_NAME in Saint Clair Shores 5.9.2.175,USA,MI,Saint Clair Shores,48082
5.39.63.15,HOST_NAME in Baldwinsville 5.39.63.15,USA,NY,Baldwinsville,13027
95.621.12.49,HOST_NAME in Davison 95.621.12.49,USA,MI,Davison,48423
149.210.129.29,HOST_NAME in Bourbonnais 149.210.129.29,USA,IL,Bourbonnais,60914
89.151.146.64,HOST_NAME in Wayne 89.151.146.64,USA,MI,Wayne,48184
86.121.138.217,HOST_NAME in Flat Rock 86.121.138.217,USA,MI,Flat Rock,48134
37.187.240.172,HOST_NAME in Haddonfield 37.187.240.172,USA,NJ,Haddonfield,8033
87.632.43.30,HOST_NAME in Freeland 87.632.43.30,USA,MI,Freeland,48623
72.3.135.64,HOST_NAME in Woodstock 72.3.135.64,USA,IL,Woodstock,60098
93.183.146.225,HOST_NAME in Portage 93.183.146.225,USA,MI,Portage,49081
162.243.109.116,HOST_NAME in Stony Point 162.243.109.116,USA,NY,Stony Point,10980
1.160.49.160,HOST_NAME in Lincoln Park 1.160.49.160,USA,MI,Lincoln Park,48146
200.219.235.75,HOST_NAME in Morehead City 200.219.235.75,USA,NC,Morehead City,28557
189.158.30.150,HOST_NAME in Saint Johns 189.158.30.150,USA,MI,Saint Johns,48879
196.196.16.59,HOST_NAME in Manchester Township 196.196.16.59,USA,NJ,Manchester Township,8759
186.78.208.218,HOST_NAME in Niles 186.78.208.218,USA,MI,Niles,49121
190.11.240.163,HOST_NAME in Melrose Park 190.11.240.163,USA,IL,Melrose Park,60164
197.37.252.99,HOST_NAME in South Lyon 197.37.252.99,USA,MI,South Lyon,48178
86.32.232.84,HOST_NAME in Webster 86.32.232.84,USA,NY,Webster,14580
2.171.8.250,HOST_NAME in Okemos 2.171.8.250,USA,MI,Okemos,48864
37.203.210.243,HOST_NAME in Glenolden 37.203.210.243,USA,PA,Glenolden,19036
54.623.38.30,HOST_NAME in Fenton 54.623.38.30,USA,MI,Fenton,48430
192.210.208.211,HOST_NAME in Gloucester City 192.210.208.211,USA,NJ,Gloucester City,8030
186.181.184.205,HOST_NAME in Livonia 186.181.184.205,USA,MI,Livonia,48112
78.519.48.75,HOST_NAME in South Haven 78.519.48.75,USA,MI,South Haven,49090
42.104.60.25,HOST_NAME in North Tonawanda 42.104.60.25,USA,NY,North Tonawanda,14120
78.519.48.95,HOST_NAME in Flat Rock 78.519.48.95,USA,MI,Flat Rock,48134
16.524.78.31,HOST_NAME in Winston Salem 16.524.78.31,USA,NC,Winston Salem,27285
63.249.87.22,HOST_NAME in Warren 63.249.87.22,USA,MI,Warren,48318
80.218.240.134,HOST_NAME in Wilmette 80.218.240.134,USA,IL,Wilmette,60091
151.244.250.162,HOST_NAME in Waterford 151.244.250.162,USA,MI,Waterford,48329
194.71.225.254,HOST_NAME in Mays Landing 194.71.225.254,USA,NJ,Mays Landing,8330
90.151.222.26,HOST_NAME in Hazel Park 90.151.222.26,USA,MI,Hazel Park,48030
78.46.25.175,HOST_NAME in Grayslake 78.46.25.175,USA,IL,Grayslake,60030
198.50.240.82,HOST_NAME in South Richmond Hill 198.50.240.82,USA,NY,South Richmond Hill,11419
89.108.66.193,HOST_NAME in Wayne 89.108.66.193,USA,NJ,Wayne,7507
113.212.69.190,HOST_NAME in Waukegan 113.212.69.190,USA,IL,Waukegan,60011
65.55.213.49,HOST_NAME in Rockford 65.55.213.49,USA,MI,Rockford,49351
179.43.72.94,HOST_NAME in Ithaca 179.43.72.94,USA,NY,Ithaca,14853
41.42.168.226,HOST_NAME in Swartz Creek 41.42.168.226,USA,MI,Swartz Creek,48473
189.158.75.136,HOST_NAME in Salisbury 189.158.75.136,USA,NC,Salisbury,28147
69.12.89.223,HOST_NAME in Wickatunk 69.12.89.223,USA,NJ,Wickatunk,7799
16.524.78.10,HOST_NAME in Lapeer 16.524.78.10,USA,MI,Lapeer,48446
62.210.38.152,HOST_NAME in Glenview 62.210.38.152,USA,IL,Glenview,60025
5.135.240.66,HOST_NAME in Saint James 5.135.240.66,USA,NY,Saint James,11780
184.168.193.190,HOST_NAME in Charlotte 184.168.193.190,USA,MI,Charlotte,48813
37.59.202.263,HOST_NAME in Wickatunk 37.59.202.263,USA,NJ,Wickatunk,7799
91.229.116.97,HOST_NAME in Coldwater 91.229.116.97,USA,MI,Coldwater,49036
66.249.68.193,HOST_NAME in Palmyra 66.249.68.193,USA,PA,Palmyra,17078
16.524.78.65,HOST_NAME in Portage 16.524.78.65,USA,MI,Portage,49081
16.524.78.36,HOST_NAME in Graham 16.524.78.36,USA,NC,Graham,27253
168.61.35.239,HOST_NAME in Owosso 168.61.35.239,USA,MI,Owosso,48867
88.190.14.220,HOST_NAME in Fenton 88.190.14.220,USA,MI,Fenton,48430
12.111.197.108,HOST_NAME in North Tonawanda 12.111.197.108,USA,NY,North Tonawanda,14120
69.12.67.27,HOST_NAME in Lowell 69.12.67.27,USA,MI,Lowell,49331
37.49.224.119,HOST_NAME in Worth 37.49.224.119,USA,IL,Worth,60466
49.48.96.74,HOST_NAME in Menominee 49.48.96.74,USA,MI,Menominee,49858
37.59.88.233,HOST_NAME in Plainfield 37.59.88.233,USA,NJ,Plainfield,7063
46.37.165.216,HOST_NAME in Ortonville 46.37.165.216,USA,MI,Ortonville,48462
66.221.20.72,HOST_NAME in Beacon 66.221.20.72,USA,NY,Beacon,12508
5.165.13.67,HOST_NAME in Madison Heights 5.165.13.67,USA,MI,Madison Heights,48071
193.234.166.241,HOST_NAME in Randolph 193.234.166.241,USA,NJ,Randolph,7869
209.147.118.248,HOST_NAME in Manistee 209.147.118.248,USA,MI,Manistee,49660
87.929.56.103,HOST_NAME in Prospect Heights 87.929.56.103,USA,IL,Prospect Heights,60070
198.50.167.15,HOST_NAME in Wixom 198.50.167.15,USA,MI,Wixom,48393
63.243.59.25,HOST_NAME in Hillsborough 63.243.59.25,USA,NC,Hillsborough,27278
37.59.144.173,HOST_NAME in Quincy 37.59.144.173,USA,FL,Quincy,32353
212.118.232.165,HOST_NAME in Ridgewood 212.118.232.165,USA,NJ,Ridgewood,7451
79.186.57.144,HOST_NAME in Saint Joseph 79.186.57.144,USA,MI,Saint Joseph,49085
198.55.113.80,HOST_NAME in Flushing 198.55.113.80,USA,MI,Flushing,48433
85.177.0.97,HOST_NAME in Waukegan 85.177.0.97,USA,IL,Waukegan,60087
182.52.46.189,HOST_NAME in Sparta 182.52.46.189,USA,MI,Sparta,49345
212.75.9.217,HOST_NAME in Rego Park 212.75.9.217,USA,NY,Rego Park,11374
212.113.131.126,HOST_NAME in Saint Johns 212.113.131.126,USA,MI,Saint Johns,48879
186.22.141.36,HOST_NAME in South Orange 186.22.141.36,USA,NJ,South Orange,7079
62.210.113.250,HOST_NAME in Ishpeming 62.210.113.250,USA,MI,Ishpeming,49849
86.32.24.58,HOST_NAME in Spring Valley 86.32.24.58,USA,NY,Spring Valley,10977
69.12.78.120,HOST_NAME in Portage 69.12.78.120,USA,MI,Portage,49081
46.246.37.174,HOST_NAME in Grand Haven 46.246.37.174,USA,MI,Grand Haven,49417
189.35.77.238,HOST_NAME in Taylor 189.35.77.238,USA,MI,Taylor,48180
198.143.136.28,HOST_NAME in Big Rapids 198.143.136.28,USA,MI,Big Rapids,49307
96.127.190.155,HOST_NAME in Dewitt 96.127.190.155,USA,MI,Dewitt,48820
192.121.44.153,HOST_NAME in Mundelein 192.121.44.153,USA,IL,Mundelein,60060
81.93.250.142,HOST_NAME in Ortonville 81.93.250.142,USA,MI,Ortonville,48462
63.243.59.35,HOST_NAME in Saugus 63.243.59.35,USA,MA,Saugus,1906
46.4.227.155,HOST_NAME in Saginaw 46.4.227.155,USA,MI,Saginaw,48663
182.118.21.262,HOST_NAME in Sewell 182.118.21.262,USA,NJ,Sewell,8080
194.118.129.101,HOST_NAME in Three Rivers 194.118.129.101,USA,MI,Three Rivers,49093
103.15.232.50,HOST_NAME in Harvard 103.15.232.50,USA,IL,Harvard,60033
93.118.72.158,HOST_NAME in Pinckney 93.118.72.158,USA,MI,Pinckney,48169
177.99.20.67,HOST_NAME in Baldwinsville 177.99.20.67,USA,NY,Baldwinsville,13027
77.222.128.230,HOST_NAME in Allendale 77.222.128.230,USA,MI,Allendale,49401
64.242.88.62,HOST_NAME in Atco 64.242.88.62,USA,NJ,Atco,8004
62.47.6.239,HOST_NAME in West Bloomfield 62.47.6.239,USA,MI,West Bloomfield,48086
92.291.58.67,HOST_NAME in Wood Dale 92.291.58.67,USA,IL,Wood Dale,60567
92.482.33.51,HOST_NAME in Livonia 92.482.33.51,USA,MI,Livonia,48136
79.185.143.196,HOST_NAME in Mineola 79.185.143.196,USA,NY,Mineola,11501
77.526.55.84,HOST_NAME in Sparta 77.526.55.84,USA,MI,Sparta,49345
16.524.78.51,HOST_NAME in Newport 16.524.78.51,USA,NC,Newport,28570
38.99.82.248,HOST_NAME in Niles 38.99.82.248,USA,MI,Niles,49121
78.157.198.36,HOST_NAME in Westmont 78.157.198.36,USA,IL,Westmont,60559
87.632.43.33,HOST_NAME in Petoskey 87.632.43.33,USA,MI,Petoskey,49770
64.242.88.87,HOST_NAME in Little Falls 64.242.88.87,USA,NJ,Little Falls,7424
87.632.43.63,HOST_NAME in Washington 87.632.43.63,USA,MI,Washington,48095
77.191.34.201,HOST_NAME in North Babylon 77.191.34.201,USA,NY,North Babylon,11703
5.39.33.262,HOST_NAME in Gladwin 5.39.33.262,USA,MI,Gladwin,48624
92.291.58.77,HOST_NAME in Deerfield 92.291.58.77,USA,IL,Deerfield,60015
157.55.35.117,HOST_NAME in Trenton 157.55.35.117,USA,MI,Trenton,48183
212.38.39.15,HOST_NAME in Secaucus 212.38.39.15,USA,NJ,Secaucus,7096
87.632.43.103,HOST_NAME in Plainwell 87.632.43.103,USA,MI,Plainwell,49080
173.0.54.193,HOST_NAME in New Paltz 173.0.54.193,USA,NY,New Paltz,12561
92.291.58.63,HOST_NAME in Farmington 92.291.58.63,USA,MI,Farmington,48336
88.190.15.107,HOST_NAME in Sylva 88.190.15.107,USA,NC,Sylva,28779
92.291.58.88,HOST_NAME in Warren 92.291.58.88,USA,MI,Warren,48397
158.181.30.242,HOST_NAME in Murphysboro 158.181.30.242,USA,IL,Murphysboro,62966
91.119.237.141,HOST_NAME in Eastpointe 91.119.237.141,USA,MI,Eastpointe,48021
180.180.96.222,HOST_NAME in Manasquan 180.180.96.222,USA,NJ,Manasquan,8736
23.94.99.242,HOST_NAME in Ionia 23.94.99.242,USA,MI,Ionia,48846
78.175.188.60,HOST_NAME in Yaphank 78.175.188.60,USA,NY,Yaphank,11708
25.286.96.11,HOST_NAME in Grand Ledge 25.286.96.11,USA,MI,Grand Ledge,48837
38.561.28.44,HOST_NAME in Waterloo 38.561.28.44,USA,IL,Waterloo,62298
157.56.93.159,HOST_NAME in Washington 157.56.93.159,USA,MI,Washington,48095
87.562.24.50,HOST_NAME in Waxhaw 87.562.24.50,USA,NC,Waxhaw,28173
157.56.92.156,HOST_NAME in Grand Ledge 157.56.92.156,USA,MI,Grand Ledge,48837
23.95.115.60,HOST_NAME in Ridgewood 23.95.115.60,USA,NJ,Ridgewood,7653
207.46.13.29,HOST_NAME in Hudsonville 207.46.13.29,USA,MI,Hudsonville,49426
46.74.185.62,HOST_NAME in Fitzhugh 46.74.185.62,USA,OK,Fitzhugh,74821
190.22.101.31,HOST_NAME in Woodbury 190.22.101.31,USA,NY,Woodbury,11762
166.78.161.58,HOST_NAME in Ortonville 166.78.161.58,USA,MI,Ortonville,48462
216.185.58.22,HOST_NAME in Altoona 216.185.58.22,USA,PA,Altoona,16603
46.74.177.245,HOST_NAME in Saint Helens 46.74.177.245,USA,OR,Saint Helens,97051
66.249.65.190,HOST_NAME in Gaylord 66.249.65.190,USA,MI,Gaylord,49735
91.115.59.219,HOST_NAME in Secaucus 91.115.59.219,USA,NJ,Secaucus,7096
198.50.242.164,HOST_NAME in Bedford 198.50.242.164,USA,MI,Bedford,49018
187.140.134.26,HOST_NAME in Clinton 187.140.134.26,USA,IA,Clinton,52736
46.105.105.226,HOST_NAME in Walker Valley 46.105.105.226,USA,NY,Walker Valley,12402
92.482.33.43,HOST_NAME in Newaygo 92.482.33.43,USA,MI,Newaygo,49337
176.31.14.248,HOST_NAME in Salem 176.31.14.248,USA,OR,Salem,97314
78.178.131.144,HOST_NAME in Frankfort 78.178.131.144,USA,IL,Frankfort,60423
217.69.133.247,HOST_NAME in Bay City 217.69.133.247,USA,MI,Bay City,48708
117.3.171.95,HOST_NAME in La Grande 117.3.171.95,USA,OR,La Grande,97850
64.662.37.23,HOST_NAME in Cary 64.662.37.23,USA,NC,Cary,27519
63.243.59.59,HOST_NAME in Linden 63.243.59.59,USA,MI,Linden,48451
157.56.93.82,HOST_NAME in Winder 157.56.93.82,USA,GA,Winder,30680
37.243.171.125,HOST_NAME in Keokuk 37.243.171.125,USA,IA,Keokuk,52632
89.144.207.181,HOST_NAME in Monroe Township 89.144.207.181,USA,NJ,Monroe Township,8831
63.243.59.99,HOST_NAME in Owosso 63.243.59.99,USA,MI,Owosso,48867
37.58.100.174,HOST_NAME in Pine Bluff 37.58.100.174,USA,AR,Pine Bluff,71613
93.118.73.235,HOST_NAME in Mahopac 93.118.73.235,USA,NY,Mahopac,10541
46.246.36.39,HOST_NAME in La Marque 46.246.36.39,USA,TX,La Marque,77568
78.47.47.197,HOST_NAME in Swartz Creek 78.47.47.197,USA,MI,Swartz Creek,48473
112.72.76.179,HOST_NAME in Maumelle 112.72.76.179,USA,AR,Maumelle,72113
87.916.31.15,HOST_NAME in Galesburg 87.916.31.15,USA,IL,Galesburg,61402
93.156.124.22,HOST_NAME in Okemos 93.156.124.22,USA,MI,Okemos,48826
85.127.64.227,HOST_NAME in Huntsville 85.127.64.227,USA,AL,Huntsville,35899
180.180.228.169,HOST_NAME in Hood River 180.180.228.169,USA,OR,Hood River,97031
178.32.254.77,HOST_NAME in Fair Lawn 178.32.254.77,USA,NJ,Fair Lawn,7410
