24536,37.496433,-79.305838,Coleman Falls,VA,Bedford,USA
24539,36.866093,-78.831701,Crystal Hill,VA,Halifax,USA
24549,36.704919,-79.502331,Dry Fork,VA,Pittsylvania,USA
24550,37.243659,-79.270958,Evington,VA,Campbell,USA
24554,37.148585,-79.111743,Gladys,VA,Campbell,USA
24556,37.375464,-79.403888,Goode,VA,Bedford,USA
24562,37.751112,-78.631326,Howardsville,VA,Albemarle,USA
24563,37.038301,-79.363930,Hurt,VA,Pittsylvania,USA
24566,36.721431,-79.255522,Keeling,VA,Pittsylvania,USA
24571,37.141308,-79.359182,Lynch Station,VA,Campbell,USA
24572,37.475715,-79.140618,Madison Heights,VA,Amherst,USA
24588,37.283924,-79.090832,Rustburg,VA,Campbell,USA
24589,36.777629,-78.778726,Scottsburg,VA,Halifax,USA
24590,37.846277,-78.529827,Scottsville,VA,Albemarle,USA
24592,36.679767,-78.952947,South Boston,VA,Halifax,USA
24593,37.344169,-78.918241,Spout Spring,VA,Appomattox,USA
24602,36.999484,-81.795140,Bandy,VA,Tazewell,USA
24605,37.172408,-81.507054,Bluefield,VA,Tazewell,USA
24612,37.094523,-81.818037,Doran,VA,Tazewell,USA
24614,37.257171,-82.100073,Grundy,VA,Buchanan,USA
22473,37.876733,-76.427334,Heathsville,VA,Northumberland,USA
15010,40.665672,-80.352049,Beaver Falls,PA,Beaver,USA
15042,40.710283,-80.240559,Freedom,PA,Beaver,USA
15052,40.702397,-80.388271,Industry,PA,Beaver,USA
15061,40.656366,-80.327814,Monaca,PA,Beaver,USA
15066,40.712175,-80.321773,New Brighton,PA,Beaver,USA
15081,40.576267,-80.238332,South Heights,PA,Beaver,USA
15522,39.954640,-78.574759,Bedford,PA,Bedford,USA
15554,39.981413,-78.611595,New Paris,PA,Bedford,USA
15559,40.057047,-78.642513,Schellsburg,PA,Bedford,USA
15673,40.593035,-79.558098,North Apollo,PA,Armstrong,USA
15681,40.542875,-79.397809,Saltsburg,PA,Indiana,USA
16245,40.847829,-79.451575,Yatesboro,PA,Armstrong,USA
16253,40.847829,-79.451575,Yatesboro,PA,Armstrong,USA
16261,40.847829,-79.451575,Yatesboro,PA,Armstrong,USA
15686,40.616816,-79.479833,Spring Church,PA,Armstrong,USA
15701,40.621272,-79.080422,Indiana,PA,Indiana,USA
16211,40.640031,-79.129445,Plumville,PA,Indiana,USA
15758,40.640031,-79.129445,Plumville,PA,Indiana,USA
16246,40.640031,-79.129445,Plumville,PA,Indiana,USA
15763,40.640031,-79.129445,Plumville,PA,Indiana,USA
15751,40.640031,-79.129445,Plumville,PA,Indiana,USA
15705,40.640031,-79.129445,Plumville,PA,Indiana,USA
15714,40.658721,-78.794582,Northern Cambria,PA,Cambria,USA
15721,41.054375,-78.410950,Burnside,PA,Clearfield,USA
15725,40.632813,-79.132551,Clarksburg,PA,Indiana,USA
15728,40.748901,-78.997726,Clymer,PA,Indiana,USA
15731,40.498602,-79.173892,Coral,PA,Indiana,USA
15741,40.796017,-78.858614,Gipsy,PA,Indiana,USA
15750,40.482783,-79.185048,Josephine,PA,Indiana,USA
15756,40.568381,-79.299931,Mc Intyre,PA,Indiana,USA
15762,40.600962,-78.822090,Nicktown,PA,Cambria,USA
15765,40.621281,-78.994310,Penn Run,PA,Indiana,USA
15771,40.721930,-79.006162,Rochester Mills,PA,Indiana,USA
15772,40.869654,-78.900483,Rossiter,PA,Indiana,USA
15773,40.629818,-78.732947,Saint Benedict,PA,Cambria,USA
15775,40.635130,-78.769185,Spangler,PA,Cambria,USA
15777,40.702673,-78.958847,Starford,PA,Indiana,USA
15783,40.583778,-79.342331,West Lebanon,PA,Indiana,USA
15801,41.118045,-78.720302,Du Bois,PA,Clearfield,USA
15846,41.336887,-78.605537,Kersey,PA,Elk,USA
15849,41.201560,-78.583502,Penfield,PA,Clearfield,USA
15853,41.362112,-78.726238,Ridgway,PA,Elk,USA
15857,41.452935,-78.529829,Saint Marys,PA,Elk,USA
15832,41.417566,-78.204927,Sinnamahoning,PA,Cameron,USA
15861,41.417566,-78.204927,Sinnamahoning,PA,Cameron,USA
15866,41.011686,-78.785731,Troutville,PA,Clearfield,USA
15868,41.279081,-78.527949,Weedville,PA,Elk,USA
15870,41.572956,-78.665262,Wilcox,PA,Elk,USA
15934,40.279925,-78.803247,Elton,PA,Cambria,USA
15938,40.427588,-78.639257,Lilly,PA,Cambria,USA
15940,40.517191,-78.614870,Loretto,PA,Cambria,USA
15942,40.419784,-78.823794,Mineral Point,PA,Cambria,USA
15943,40.392443,-78.848566,Nanty Glo,PA,Cambria,USA
15945,40.356723,-78.873296,Parkhill,PA,Cambria,USA
15948,40.464069,-78.685365,Revloc,PA,Cambria,USA
15949,40.403698,-79.122040,Robinson,PA,Indiana,USA
15951,40.338615,-78.776137,Saint Michael,PA,Cambria,USA
15952,40.298574,-78.781592,Salix,PA,Cambria,USA
15956,40.411640,-78.778413,South Fork,PA,Cambria,USA
15957,40.572746,-78.900034,Strongstown,PA,Indiana,USA
15958,40.391140,-78.735229,Summerhill,PA,Cambria,USA
15960,40.499630,-78.861308,Twin Rocks,PA,Cambria,USA
15961,40.437721,-78.924998,Vintondale,PA,Cambria,USA
15962,40.380188,-78.719019,Wilmore,PA,Cambria,USA
16049,41.093079,-79.682532,Parker,PA,Armstrong,USA
16115,40.786244,-80.391487,Darlington,PA,Beaver,USA
16141,40.833615,-80.384434,New Galilee,PA,Beaver,USA
16201,40.817197,-79.419457,Kittanning,PA,Armstrong,USA
16214,41.143274,-79.452051,Clarion,PA,Clarion,USA
16232,41.190299,-79.592521,Knox,PA,Clarion,USA
16242,41.126980,-79.407910,New Bethlehem,PA,Clarion,USA
16248,41.041098,-79.501668,Rimersburg,PA,Clarion,USA
16249,40.746619,-79.496645,Rural Valley,PA,Armstrong,USA
16250,40.777387,-79.233585,Sagamore,PA,Armstrong,USA
16256,40.867654,-79.141344,Smicksburg,PA,Indiana,USA
16258,41.235244,-79.281881,Strattanville,PA,Clarion,USA
16259,40.915899,-79.461201,Templeton,PA,Armstrong,USA
16262,40.837764,-79.629766,Worthington,PA,Armstrong,USA
16301,41.330725,-79.775153,Oil City,PA,Venango,USA
16317,41.496472,-79.887384,Cooperstown,PA,Venango,USA
16217,41.475887,-79.239101,West Hickory,PA,Forest,USA
16370,41.475887,-79.239101,West Hickory,PA,Forest,USA
16322,41.475887,-79.239101,West Hickory,PA,Forest,USA
16321,41.475887,-79.239101,West Hickory,PA,Forest,USA
15828,41.475887,-79.239101,West Hickory,PA,Forest,USA
16333,41.742791,-78.787260,Ludlow,PA,Mckean,USA
16341,41.501311,-79.633336,Pleasantville,PA,Venango,USA
16342,41.320273,-79.926847,Polk,PA,Venango,USA
16344,41.471714,-79.688057,Rouseville,PA,Venango,USA
16353,41.500915,-79.407452,Tionesta,PA,Forest,USA
16319,41.398105,-79.738809,Venus,PA,Venango,USA
16362,41.398105,-79.738809,Venus,PA,Venango,USA
16374,41.398105,-79.738809,Venus,PA,Venango,USA
16364,41.398105,-79.738809,Venus,PA,Venango,USA
16372,41.199287,-79.874548,Clintonville,PA,Venango,USA
16601,40.489433,-78.349874,Altoona,PA,Blair,USA
16602,40.508219,-78.382635,Altoona,PA,Blair,USA
16603,40.501770,-78.410035,Altoona,PA,Blair,USA
16613,40.554875,-78.544825,Ashville,PA,Cambria,USA
16617,40.562667,-78.363835,Bellwood,PA,Blair,USA
16623,40.285076,-78.022032,Cassville,PA,Huntingdon,USA
16630,40.470718,-78.589460,Cresson,PA,Cambria,USA
16631,40.493522,-78.368229,Curryville,PA,Blair,USA
16633,40.160065,-78.234638,Defiance,PA,Bedford,USA
16636,40.607720,-78.526783,Dysart,PA,Cambria,USA
16644,40.717845,-78.463679,Glasgow,PA,Cambria,USA
16646,40.680896,-78.599266,Hastings,PA,Cambria,USA
16650,40.108984,-78.279287,Hopewell,PA,Bedford,USA
16651,40.789950,-78.377189,Houtzdale,PA,Clearfield,USA
16652,40.515371,-77.975879,Huntingdon,PA,Huntingdon,USA
16661,40.830471,-78.435525,Madera,PA,Clearfield,USA
16662,40.339840,-78.336709,Martinsburg,PA,Blair,USA
16664,40.193882,-78.426719,New Enterprise,PA,Bedford,USA
16665,40.385507,-78.447236,Newry,PA,Blair,USA
16666,40.822197,-78.455355,Osceola Mills,PA,Clearfield,USA
16667,40.181801,-78.493371,Osterburg,PA,Bedford,USA
16668,40.633518,-78.608257,Patton,PA,Cambria,USA
16670,40.254864,-78.512462,Queen,PA,Bedford,USA
16672,40.175325,-78.249266,Riddlesburg,PA,Bedford,USA
16673,40.335467,-78.387541,Roaring Spring,PA,Blair,USA
16674,40.186465,-78.116188,Robertsdale,PA,Huntingdon,USA
16675,40.671181,-78.675548,Saint Boniface,PA,Cambria,USA
16677,40.813628,-78.238986,Sandy Ridge,PA,Centre,USA
16678,40.201876,-78.252528,Saxton,PA,Bedford,USA
16679,40.169799,-78.212185,Six Mile Run,PA,Bedford,USA
16680,40.760116,-78.450043,Smithmill,PA,Clearfield,USA
16682,40.271126,-78.458780,Sproul,PA,Blair,USA
16685,40.270965,-78.077244,Todd,PA,Huntingdon,USA
16686,40.522068,-78.340045,Tyrone,PA,Blair,USA
16692,40.745169,-78.676830,Westover,PA,Clearfield,USA
16694,40.165987,-78.138144,Wood,PA,Bedford,USA
16695,40.230406,-78.358877,Woodbury,PA,Bedford,USA
16720,41.615099,-77.957975,Austin,PA,Potter,USA
16724,41.801078,-78.579739,Westline,PA,Mckean,USA
16730,41.801078,-78.579739,Westline,PA,Mckean,USA
16732,41.801078,-78.579739,Westline,PA,Mckean,USA
16751,41.801078,-78.579739,Westline,PA,Mckean,USA
16733,41.801078,-78.579739,Westline,PA,Mckean,USA
16750,41.801078,-78.579739,Westline,PA,Mckean,USA
16725,41.885487,-78.723198,Custer City,PA,Mckean,USA
16726,41.818645,-78.595669,Cyclone,PA,Mckean,USA
16731,41.941328,-78.361927,Eldred,PA,Mckean,USA
16740,41.719284,-78.623042,Mount Jewett,PA,Mckean,USA
16743,41.881851,-78.457878,Port Allegany,PA,Mckean,USA
16744,41.878330,-78.557219,Rew,PA,Mckean,USA
16745,41.919565,-78.485610,Rixford,PA,Mckean,USA
16746,41.737627,-77.902366,Roulette,PA,Potter,USA
16941,41.737627,-77.902366,Roulette,PA,Potter,USA
16927,41.737627,-77.902366,Roulette,PA,Potter,USA
16923,41.737627,-77.902366,Roulette,PA,Potter,USA
16937,41.737627,-77.902366,Roulette,PA,Potter,USA
17729,41.737627,-77.902366,Roulette,PA,Potter,USA
16749,41.798748,-78.539192,Smethport,PA,Mckean,USA
16801,40.881935,-77.867822,State College,PA,Centre,USA
16802,40.799672,-77.862339,University Park,PA,Centre,USA
16803,40.878721,-77.757999,State College,PA,Centre,USA
16852,40.972229,-77.760172,State College,PA,Centre,USA
16864,40.972229,-77.760172,State College,PA,Centre,USA
16826,40.972229,-77.760172,State College,PA,Centre,USA
16804,40.972229,-77.760172,State College,PA,Centre,USA
16805,40.972229,-77.760172,State College,PA,Centre,USA
16829,40.932545,-77.763472,Clarence,PA,Centre,USA
16835,40.904645,-77.875191,Fleming,PA,Centre,USA
16841,40.918199,-77.679655,Howard,PA,Centre,USA
16844,40.901934,-77.750812,Julian,PA,Centre,USA
16851,40.808151,-77.812525,Lemont,PA,Centre,USA
16853,40.954080,-77.781465,Milesburg,PA,Centre,USA
16854,40.893455,-77.473298,Millheim,PA,Centre,USA
16856,40.929851,-77.638892,Mingoville,PA,Centre,USA
16858,40.968910,-78.191551,Morrisdale,PA,Clearfield,USA
16859,40.900499,-78.025894,Moshannon,PA,Centre,USA
16865,40.868075,-77.957409,Pennsylvania Furnace,PA,Centre,USA
16866,40.905166,-77.844216,Philipsburg,PA,Centre,USA
16868,40.726405,-77.911776,Pine Grove Mills,PA,Centre,USA
16870,40.913584,-77.829726,Port Matilda,PA,Centre,USA
16872,40.939915,-77.448451,Rebersburg,PA,Centre,USA
16874,40.992146,-78.027865,Snow Shoe,PA,Centre,USA
16875,40.883680,-77.518716,Spring Mills,PA,Centre,USA
16876,40.961582,-78.292599,Wallaceton,PA,Clearfield,USA
16877,40.692101,-78.165044,Warriors Mark,PA,Huntingdon,USA
16882,40.897081,-77.402419,Woodward,PA,Centre,USA
16901,41.862339,-77.258974,Wellsboro,PA,Tioga,USA
16920,41.979118,-77.370183,Elkland,PA,Tioga,USA
16930,41.771970,-77.242228,Sabinsville,PA,Tioga,USA
16911,41.771970,-77.242228,Sabinsville,PA,Tioga,USA
16938,41.771970,-77.242228,Sabinsville,PA,Tioga,USA
16943,41.771970,-77.242228,Sabinsville,PA,Tioga,USA
17765,41.771970,-77.242228,Sabinsville,PA,Tioga,USA
16935,41.771970,-77.242228,Sabinsville,PA,Tioga,USA
16918,41.771970,-77.242228,Sabinsville,PA,Tioga,USA
16921,41.771970,-77.242228,Sabinsville,PA,Tioga,USA
16922,41.733379,-77.644214,Galeton,PA,Potter,USA
16925,41.938208,-76.800579,Gillett,PA,Bradford,USA
16928,41.936020,-77.445729,Knoxville,PA,Tioga,USA
16936,41.908430,-77.011231,Millerton,PA,Tioga,USA
16939,41.677542,-77.015194,Morris Run,PA,Tioga,USA
16942,41.989264,-77.347725,Osceola,PA,Tioga,USA
16948,41.843678,-77.757360,Ulysses,PA,Potter,USA
17002,40.539667,-77.790168,Allensville,PA,Mifflin,USA
17004,40.591417,-77.731030,Belleville,PA,Mifflin,USA
17009,40.629711,-77.607196,Burnham,PA,Mifflin,USA
17016,40.275536,-76.405309,Cornwall,PA,Lebanon,USA
17028,40.373438,-76.682667,Grantville,PA,Dauphin,USA
17032,40.507107,-76.843844,Halifax,PA,Dauphin,USA
17038,40.430902,-76.480732,Jonestown,PA,Lebanon,USA
17044,40.564909,-77.630152,Lewistown,PA,Mifflin,USA
17061,40.571494,-76.840528,Millersburg,PA,Dauphin,USA
17063,40.740026,-77.493466,Milroy,PA,Mifflin,USA
17064,40.254642,-76.461544,Mount Gretna,PA,Lebanon,USA
17066,40.382302,-77.882222,Mount Union,PA,Huntingdon,USA
17067,40.368282,-76.359975,Myerstown,PA,Lebanon,USA
17073,40.314112,-76.260550,Newmanstown,PA,Lebanon,USA
17075,40.393130,-77.831635,Newton Hamilton,PA,Mifflin,USA
17077,40.375404,-76.414757,Ono,PA,Lebanon,USA
17078,40.317606,-76.416907,Palmyra,PA,Lebanon,USA
17080,40.639199,-76.802920,Pillow,PA,Dauphin,USA
17082,40.549581,-77.395272,Port Royal,PA,Juniata,USA
17083,40.276390,-76.411239,Quentin,PA,Lebanon,USA
17084,40.541706,-77.692538,Reedsville,PA,Mifflin,USA
17085,40.277076,-76.385727,Rexmont,PA,Lebanon,USA
17088,40.308696,-76.296308,Schaefferstown,PA,Lebanon,USA
17094,40.565325,-77.235359,Thompsontown,PA,Juniata,USA
17097,40.573734,-76.656930,Wiconisco,PA,Dauphin,USA
17098,40.588313,-76.695547,Williamstown,PA,Dauphin,USA
17099,40.644505,-77.567708,Yeagertown,PA,Mifflin,USA
17243,40.225376,-77.887496,Orbisonia,PA,Huntingdon,USA
17255,40.133259,-77.874750,Shade Gap,PA,Huntingdon,USA
17264,40.222408,-77.941975,Three Springs,PA,Huntingdon,USA
17737,41.280128,-76.675300,Hughesville,PA,Lycoming,USA
17740,41.208518,-77.025687,Jersey Shore,PA,Lycoming,USA
17752,41.214561,-76.856502,Montgomery,PA,Lycoming,USA
17754,41.307308,-76.881055,Montoursville,PA,Lycoming,USA
17756,41.244348,-76.740480,Muncy,PA,Lycoming,USA
17759,41.218259,-77.121370,Nisbet,PA,Lycoming,USA
17762,41.221474,-76.659535,Picture Rocks,PA,Lycoming,USA
17763,41.498523,-76.946724,Ralston,PA,Lycoming,USA
17771,41.438766,-77.061380,Trout Run,PA,Lycoming,USA
17772,41.102850,-76.823084,Turbotville,PA,Northumberland,USA
17774,41.227207,-76.646221,Unityville,PA,Lycoming,USA
17777,41.097981,-76.850306,Watsontown,PA,Northumberland,USA
17801,40.869766,-76.735577,Sunbury,PA,Northumberland,USA
17812,40.726469,-77.272828,Beaver Springs,PA,Snyder,USA
17830,40.889632,-76.664574,Rebuck,PA,Northumberland,USA
17836,40.889632,-76.664574,Rebuck,PA,Northumberland,USA
17828,40.889632,-76.664574,Rebuck,PA,Northumberland,USA
17867,40.889632,-76.664574,Rebuck,PA,Northumberland,USA
17823,40.889632,-76.664574,Rebuck,PA,Northumberland,USA
17865,40.889632,-76.664574,Rebuck,PA,Northumberland,USA
17860,40.889632,-76.664574,Rebuck,PA,Northumberland,USA
17850,40.889632,-76.664574,Rebuck,PA,Northumberland,USA
17825,40.889632,-76.664574,Rebuck,PA,Northumberland,USA
17827,40.765049,-76.939544,Freeburg,PA,Snyder,USA
17841,40.766765,-77.150271,Mc Clure,PA,Snyder,USA
17842,40.779808,-77.117558,Middleburg,PA,Snyder,USA
17861,40.762675,-77.077520,Troxelville,PA,Snyder,USA
17843,40.762675,-77.077520,Troxelville,PA,Snyder,USA
17882,40.762675,-77.077520,Troxelville,PA,Snyder,USA
17833,40.762675,-77.077520,Troxelville,PA,Snyder,USA
17851,40.803636,-76.428612,Mount Carmel,PA,Northumberland,USA
17853,40.723706,-77.013547,Mount Pleasant Mills,PA,Snyder,USA
17857,40.908050,-76.784197,Northumberland,PA,Northumberland,USA
17862,40.857426,-77.064941,Penns Creek,PA,Snyder,USA
17864,40.695087,-76.903957,Port Trevorton,PA,Snyder,USA
17870,40.825914,-76.857577,Selinsgrove,PA,Snyder,USA
17872,40.791953,-76.601592,Shamokin,PA,Northumberland,USA
17876,40.845896,-76.822410,Shamokin Dam,PA,Snyder,USA
17877,40.878970,-76.667267,Snydertown,PA,Northumberland,USA
17881,40.782155,-76.672737,Trevorton,PA,Northumberland,USA
17884,41.027277,-76.653633,Washingtonville,PA,Montour,USA
17901,40.708751,-76.282986,Pottsville,PA,Schuylkill,USA
17925,40.750796,-76.062859,Brockton,PA,Schuylkill,USA
17931,40.692869,-76.348699,Frackville,PA,Schuylkill,USA
17932,40.649109,-76.503339,Frackville,PA,Schuylkill,USA
17936,40.748879,-76.335499,Gordon,PA,Schuylkill,USA
17946,40.808081,-76.240747,Lost Creek,PA,Schuylkill,USA
17953,40.733072,-76.085783,Middleport,PA,Schuylkill,USA
17954,40.711461,-76.199621,Minersville,PA,Schuylkill,USA
17957,40.592578,-76.516075,Muir,PA,Schuylkill,USA
17959,40.675413,-76.155786,New Philadelphia,PA,Schuylkill,USA
17960,40.703416,-75.959812,New Ringgold,PA,Schuylkill,USA
17961,40.618065,-76.206854,Orwigsburg,PA,Schuylkill,USA
17963,40.577029,-76.337160,Pine Grove,PA,Schuylkill,USA
17964,40.724376,-76.488833,Pitman,PA,Schuylkill,USA
17965,40.771333,-76.199259,Port Carbon,PA,Schuylkill,USA
17966,40.722587,-76.229623,Ravine,PA,Schuylkill,USA
17942,40.722587,-76.229623,Ravine,PA,Schuylkill,USA
19549,40.722587,-76.229623,Ravine,PA,Schuylkill,USA
18245,40.722587,-76.229623,Ravine,PA,Schuylkill,USA
17967,40.856227,-76.234640,Ringtown,PA,Schuylkill,USA
17970,40.707055,-76.284374,Saint Clair,PA,Schuylkill,USA
17972,40.602048,-76.154856,Schuylkill Haven,PA,Schuylkill,USA
17974,40.690632,-76.227294,Seltzer,PA,Schuylkill,USA
17976,40.763239,-76.148397,Shenandoah,PA,Schuylkill,USA
17978,40.625754,-76.621769,Spring Glen,PA,Schuylkill,USA
17979,40.554516,-76.203767,Summit Station,PA,Schuylkill,USA
17980,40.590428,-76.539810,Tower City,PA,Schuylkill,USA
17981,40.694624,-76.306539,Tremont,PA,Schuylkill,USA
17983,40.645911,-76.532384,Valley View,PA,Schuylkill,USA
17985,40.914137,-76.193099,Zion Grove,PA,Schuylkill,USA
18002,40.665597,-75.426247,Lehigh Valley,PA,Northampton,USA
18013,40.766465,-75.315246,Bangor,PA,Northampton,USA
18035,40.750996,-75.539370,Cherryville,PA,Northampton,USA
18049,40.520705,-75.496131,Emmaus,PA,Lehigh,USA
18052,40.656746,-75.504128,Whitehall,PA,Lehigh,USA
18056,40.454205,-75.581444,Hereford,PA,Berks,USA
18064,40.737648,-75.272892,Nazareth,PA,Northampton,USA
18065,40.696738,-75.611647,Neffs,PA,Lehigh,USA
18066,40.652611,-75.759361,New Tripoli,PA,Lehigh,USA
18067,40.724479,-75.365412,Northampton,PA,Northampton,USA
18069,40.629605,-75.621885,Orefield,PA,Lehigh,USA
18071,40.855728,-75.589180,Palmerton,PA,Carbon,USA
18072,40.841099,-75.258376,Pen Argyl,PA,Northampton,USA
18078,40.669675,-75.620901,Schnecksville,PA,Lehigh,USA
18079,40.745524,-75.659209,Slatedale,PA,Lehigh,USA
18080,40.734537,-75.618611,Slatington,PA,Lehigh,USA
18083,40.772873,-75.363531,Stockertown,PA,Northampton,USA
18085,40.740625,-75.254854,Tatamy,PA,Northampton,USA
18086,40.736119,-75.544940,Treichlers,PA,Northampton,USA
18087,40.548196,-75.596131,Trexlertown,PA,Lehigh,USA
18088,40.759591,-75.428538,Walnutport,PA,Northampton,USA
18091,40.801131,-75.310958,Wind Gap,PA,Northampton,USA
18092,40.467193,-75.512091,Zionsville,PA,Lehigh,USA
18201,40.964584,-76.008333,Hazleton,PA,Luzerne,USA
18214,40.808680,-76.036009,Barnesville,PA,Schuylkill,USA
18218,40.858951,-76.013009,Coaldale,PA,Schuylkill,USA
18220,40.838915,-76.069416,Delano,PA,Schuylkill,USA
18224,41.019593,-75.881697,Freeland,PA,Luzerne,USA
18232,40.872243,-75.915416,Lansford,PA,Carbon,USA
18239,40.996051,-75.981475,Milnesville,PA,Luzerne,USA
18240,40.933194,-75.763830,Nesquehoning,PA,Carbon,USA
18241,40.922289,-76.148940,Nuremberg,PA,Schuylkill,USA
18242,40.910952,-76.122324,Oneida,PA,Schuylkill,USA
18243,41.001683,-75.966146,Pardeesville,PA,Luzerne,USA
18244,40.824546,-75.665068,Parryville,PA,Carbon,USA
18246,40.954011,-76.174707,Rock Glen,PA,Luzerne,USA
18247,41.014808,-76.058391,Saint Johns,PA,Luzerne,USA
18249,40.975202,-76.084500,Sugarloaf,PA,Luzerne,USA
18250,40.905370,-75.741560,Summit Hill,PA,Carbon,USA
18252,40.798490,-75.937836,Tamaqua,PA,Schuylkill,USA
18254,40.924803,-75.938611,Tresckow,PA,Carbon,USA
